DATE and TIME (UTC) 	LAT  	LON  	MAG  	DEPTH	  LOCATION    	  IRIS ID
				km	   (Shows interactive map)  	  (Other info)
1/29/19 5:26	5.11 	125.86 	4.6 	108 	"MINDANAO, PHILIPPINES"	  11000594
1/29/19 6:48	13.60 	-91.63 	4.5 	40 	NEAR COAST OF GUATEMALA	  11000601
1/29/19 8:23	-18.02 	-178.50 	4.3 	571 	FIJI ISLANDS REGION	  11000615
1/29/19 9:37	-14.91 	167.34 	4.9 	163 	VANUATU ISLANDS	  11000623
1/29/19 12:53	51.57 	16.16 	4.1 	10 	POLAND	  11000662
1/29/19 14:31	-18.05 	-178.34 	4.4 	565 	FIJI ISLANDS REGION	  11000687
1/29/19 16:24	-3.06 	139.72 	5.0 	35 	"IRIAN JAYA, INDONESIA"	  11000721
1/29/19 19:10	37.10 	71.32 	4.3 	106 	AFGHANISTAN-TAJIKISTAN BORD REG.	  11000878
1/29/19 20:25	-30.69 	-71.12 	4.4 	77 	NEAR COAST OF CENTRAL CHILE	  11000784
1/29/19 22:52	12.86 	-88.28 	4.5 	65 	OFF COAST OF CENTRAL AMERICA	  11000877
1/29/19 23:14	-14.92 	-177.19 	4.2 	368 	FIJI ISLANDS REGION	  11000884
1/29/19 23:24	17.56 	145.49 	4.1 	485 	MARIANA ISLANDS	  11000888
1/29/19 23:35	-15.51 	-72.41 	5.5 	109 	SOUTHERN PERU	  11000892
1/30/19 0:38	-20.88 	-178.03 	4.6 	473 	FIJI ISLANDS REGION	  11000906
1/30/19 0:58	-55.21 	-30.94 	4.9 	10 	SOUTH SANDWICH ISLANDS REGION	  11000907
1/30/19 1:15	-27.95 	-66.89 	4.1 	169 	"CATAMARCA PROVINCE, ARGENTINA"	  11000934
1/30/19 1:46	17.47 	-93.87 	5.4 	180 	"CHIAPAS, MEXICO"	  11000915
1/30/19 1:53	-5.89 	153.72 	4.9 	10 	"NEW IRELAND REGION, P.N.G."	  11000917
1/30/19 2:20	18.60 	145.54 	4.4 	166 	MARIANA ISLANDS	  11000930
1/30/19 2:59	-18.59 	-175.45 	4.6 	252 	TONGA ISLANDS	  11000928
1/30/19 3:28	11.57 	125.82 	4.9 	114 	"SAMAR, PHILIPPINES"	  11000929
1/30/19 5:21	23.71 	122.45 	5.3 	20 	TAIWAN REGION	  11000950
1/30/19 6:23	-15.20 	-173.03 	5.3 	10 	TONGA ISLANDS	  11000958
1/30/19 7:44	-25.93 	-70.73 	5.6 	39 	NEAR COAST OF NORTHERN CHILE	  11000968
1/30/19 9:28	9.83 	126.26 	4.8 	35 	"MINDANAO, PHILIPPINES"	  11001005
1/30/19 11:35	-1.82 	119.52 	4.5 	10 	"SULAWESI, INDONESIA"	  11001032
1/30/19 11:41	12.37 	-87.75 	4.5 	63 	NEAR COAST OF NICARAGUA	  11001022
1/30/19 15:14	21.80 	120.61 	4.9 	10 	TAIWAN REGION	  11001049
1/30/19 15:31	-4.60 	-105.44 	5.9 	10 	CENTRAL EAST PACIFIC RISE	  11001050
1/30/19 16:12	-12.87 	45.33 	4.7 	10 	NORTHWEST OF MADAGASCAR	  11001615
1/30/19 16:42	19.50 	-68.07 	4.25 	12 	NORTH ATLANTIC OCEAN	  11001059
1/30/19 23:07	23.77 	143.07 	4.7 	10 	"VOLCANO ISLANDS, JAPAN REGION"	  11001243
1/31/19 0:16	23.91 	-109.00 	5.3 	10 	"BAJA CALIFORNIA, MEXICO"	  11001256
1/31/19 0:22	51.50 	-178.23 	4.7 	61 	"ANDREANOF ISLANDS, ALEUTIAN IS."	  11001259
1/31/19 1:23	54.89 	164.73 	4.7 	10 	KOMANDORSKIYE OSTROVA REGION	  11001263
1/31/19 3:41	33.92 	137.21 	4.1 	341 	"NEAR S. COAST OF HONSHU, JAPAN"	  11001333
1/31/19 4:40	13.46 	-88.37 	5.2 	181 	EL SALVADOR	  11001345
1/31/19 5:50	-19.50 	169.47 	5.4 	178 	VANUATU ISLANDS	  11001365
1/31/19 9:37	-18.06 	-177.96 	4.6 	556 	FIJI ISLANDS REGION	  11001407
1/31/19 10:18	6.06 	-82.65 	5.4 	10 	SOUTH OF PANAMA	  11001419
1/31/19 12:54	1.37 	127.16 	4.6 	99 	"HALMAHERA, INDONESIA"	  11001441
1/31/19 13:09	8.98 	-83.76 	4.9 	14 	COSTA RICA	  11001444
1/31/19 14:33	-24.30 	-179.79 	5.5 	508 	SOUTH OF FIJI ISLANDS	  11001456
1/31/19 16:32	-33.70 	78.41 	4.9 	10 	MID-INDIAN RIDGE	  11001480
1/31/19 17:20	15.50 	-94.68 	4.3 	28 	"NEAR COAST OF OAXACA, MEXICO"	  11001549
1/31/19 17:45	-17.60 	-178.87 	4.3 	518 	FIJI ISLANDS REGION	  11001551
1/31/19 18:17	21.55 	143.64 	5.1 	10 	MARIANA ISLANDS REGION	  11001518
1/31/19 18:58	-5.19 	-105.81 	4.7 	10 	CENTRAL EAST PACIFIC RISE	  11001555
1/31/19 19:14	21.42 	143.88 	5.0 	10 	MARIANA ISLANDS REGION	  11001563
1/31/19 19:49	-20.49 	-69.03 	4.2 	102 	NORTHERN CHILE	  11001567
1/31/19 20:50	2.93 	128.68 	4.6 	224 	"HALMAHERA, INDONESIA"	  11001624
1/31/19 22:40	-4.64 	-105.10 	4.9 	10 	CENTRAL EAST PACIFIC RISE	  11001627
2/1/19 5:01	37.79 	20.93 	4.4 	10 	IONIAN SEA	  11001707
2/1/19 6:04	-12.96 	165.91 	4.8 	10 	SANTA CRUZ ISLANDS	  11001718
2/1/19 8:00	-6.78 	129.93 	4.4 	129 	BANDA SEA	  11001738
2/1/19 8:28	-24.51 	113.10 	4.5 	10 	WESTERN AUSTRALIA	  11001751
2/1/19 9:41	21.49 	144.41 	5.2 	34 	MARIANA ISLANDS REGION	  11001752
2/1/19 10:29	35.78 	27.32 	4.9 	10 	"DODECANESE ISLANDS, GREECE"	  11001764
2/1/19 14:51	21.42 	144.33 	5.0 	10 	MARIANA ISLANDS REGION	  11001792
2/1/19 15:09	57.03 	-157.69 	4.5 	11 	ALASKA PENINSULA	  11001788
2/1/19 15:20	45.61 	-27.77 	4.9 	10 	NORTHERN MID-ATLANTIC RIDGE	  11001790
2/1/19 16:14	14.76 	-92.30 	6.6 	68 	"NEAR COAST OF CHIAPAS, MEXICO"	  11001798
2/1/19 19:16	-2.89 	100.06 	4.9 	10 	"SOUTHERN SUMATRA, INDONESIA"	  11001915
2/1/19 21:26	27.48 	100.76 	4.3 	10 	"YUNNAN, CHINA"	  11001920
2/1/19 21:54	46.84 	83.36 	5.3 	10 	KAZAKHSTAN-XINJIANG BORDER REG.	  11001923
2/1/19 23:07	-6.88 	104.90 	4.8 	35 	"SUNDA STRAIT, INDONESIA"	  11001951
2/1/19 23:48	-23.71 	-176.86 	5.3 	91 	SOUTH OF FIJI ISLANDS	  11001961
2/2/19 0:04	55.55 	163.22 	4.5 	10 	OFF EAST COAST OF KAMCHATKA	  11001965
2/2/19 0:14	36.51 	21.42 	4.5 	10 	SOUTHERN GREECE	  11001967
2/2/19 0:53	54.61 	168.20 	4.4 	10 	KOMANDORSKIYE OSTROVA REGION	  11001984
2/2/19 1:10	0.39 	125.36 	5.2 	37 	NORTHERN MOLUCCA SEA	  11001983
2/2/19 1:11	-16.65 	-173.57 	5.3 	35 	TONGA ISLANDS	  11001980
2/2/19 2:55	-22.43 	-68.57 	4.5 	133 	NORTHERN CHILE	  11002020
2/2/19 3:10	1.24 	126.96 	4.6 	10 	NORTHERN MOLUCCA SEA	  11002025
2/2/19 7:02	-15.66 	-174.87 	5.4 	260 	TONGA ISLANDS	  11002060
2/2/19 7:31	70.14 	-15.71 	4.4 	10 	JAN MAYEN ISLAND REGION	  11002065
2/2/19 8:48	36.47 	71.13 	4.1 	230 	AFGHANISTAN-TAJIKISTAN BORD REG.	  11002081
2/2/19 9:03	-2.77 	100.06 	5.4 	10 	"SOUTHERN SUMATRA, INDONESIA"	  11002084
2/2/19 9:14	14.79 	-92.33 	4.2 	86 	"NEAR COAST OF CHIAPAS, MEXICO"	  11002085
2/2/19 9:18	70.02 	-15.99 	4.9 	10 	JAN MAYEN ISLAND REGION	  11002086
2/2/19 9:27	-2.86 	100.02 	6.1 	10 	"SOUTHERN SUMATRA, INDONESIA"	  11002089
2/2/19 9:58	-2.92 	99.98 	5.3 	10 	"SOUTHERN SUMATRA, INDONESIA"	  11002094
2/2/19 10:13	70.03 	-15.51 	4.6 	10 	JAN MAYEN ISLAND REGION	  11002097
2/2/19 10:52	40.30 	-124.49 	4.31 	6 	NEAR COAST OF NORTHERN CALIF.	  11002099
2/2/19 10:59	-2.89 	100.10 	5.9 	10 	"SOUTHERN SUMATRA, INDONESIA"	  11002102
2/2/19 11:01	-2.71 	100.34 	5.9 	10 	"SOUTHERN SUMATRA, INDONESIA"	  11002111
2/2/19 12:04	36.49 	70.70 	5.6 	211 	"HINDU KUSH REGION, AFGHANISTAN"	  11002112
2/2/19 12:20	37.15 	35.79 	4.5 	10 	TURKEY	  11002117
2/2/19 13:10	-2.97 	100.09 	5.1 	10 	"SOUTHERN SUMATRA, INDONESIA"	  11002124
2/2/19 13:33	-2.93 	99.91 	4.6 	10 	"SOUTHERN SUMATRA, INDONESIA"	  11002127
2/2/19 17:10	13.64 	-92.52 	4.3 	10 	"OFF COAST OF CHIAPAS, MEXICO"	  11002148
2/2/19 17:32	25.22 	95.21 	4.2 	101 	MYANMAR-INDIA BORDER REGION	  11002154
2/2/19 17:55	-41.34 	-88.27 	5.5 	10 	WEST CHILE RISE	  11002150
2/2/19 19:10	35.54 	141.15 	4.9 	37 	"NEAR EAST COAST OF HONSHU, JAPAN"	  11002164
2/2/19 20:40	-2.90 	99.98 	4.7 	10 	"SOUTHERN SUMATRA, INDONESIA"	  11002184
2/2/19 21:29	-15.54 	-176.01 	4.5 	355 	FIJI ISLANDS REGION	  11002192
2/3/19 1:01	37.09 	141.25 	4.8 	56 	"NEAR EAST COAST OF HONSHU, JAPAN"	  11002209
2/3/19 1:26	-18.89 	-68.99 	4.4 	159 	CHILE-BOLIVIA BORDER REGION	  11002211
2/3/19 2:56	-31.37 	-71.88 	4.8 	27 	NEAR COAST OF CENTRAL CHILE	  11002217
2/3/19 3:03	-2.65 	-78.44 	5.0 	101 	ECUADOR	  11002218
2/3/19 4:45	52.13 	174.06 	5.1 	48 	"NEAR ISLANDS, ALEUTIAN ISLANDS"	  11002231
2/3/19 6:08	37.60 	20.88 	4.3 	10 	IONIAN SEA	  11002244
2/3/19 6:11	-33.94 	-179.51 	4.9 	35 	SOUTH OF KERMADEC ISLANDS	  11002252
2/3/19 6:25	-59.69 	-23.80 	4.6 	10 	SOUTH SANDWICH ISLANDS REGION	  11002248
2/3/19 7:36	-3.26 	130.75 	5.4 	35 	"SERAM, INDONESIA"	  11002255
2/3/19 9:18	-15.14 	-74.77 	4.2 	42 	NEAR COAST OF PERU	  11002271
2/3/19 13:26	-2.69 	141.76 	4.9 	10 	"NEAR N COAST OF NEW GUINEA, PNG."	  11002300
2/3/19 17:20	24.55 	93.90 	4.5 	62 	MYANMAR-INDIA BORDER REGION	  11002348
2/3/19 22:18	40.29 	-124.47 	4.45 	7 	NEAR COAST OF NORTHERN CALIF.	  11002380
2/3/19 23:10	36.44 	71.29 	4.1 	115 	AFGHANISTAN-TAJIKISTAN BORD REG.	  11002398
2/3/19 23:43	40.31 	-124.50 	4.07 	8 	NEAR COAST OF NORTHERN CALIF.	  11002403
2/4/19 0:44	52.11 	173.88 	4.4 	14 	"NEAR ISLANDS, ALEUTIAN ISLANDS"	  11002419
2/4/19 1:19	-3.40 	145.12 	4.7 	10 	"NEAR N COAST OF NEW GUINEA, PNG."	  11002425
2/4/19 1:35	5.06 	127.44 	4.7 	113 	PHILIPPINE ISLANDS REGION	  11002426
2/4/19 1:38	46.58 	149.51 	4.1 	194 	KURIL ISLANDS	  11002438
2/4/19 3:51	46.76 	152.65 	4.9 	55 	KURIL ISLANDS	  11002440
2/4/19 6:12	38.47 	73.93 	4.5 	133 	TAJIKISTAN-XINJIANG BORDER REG.	  11002501
2/4/19 6:57	-1.12 	100.64 	4.8 	88 	"SOUTHERN SUMATRA, INDONESIA"	  11002456
2/4/19 10:38	-24.61 	-176.16 	5.3 	55 	SOUTH OF FIJI ISLANDS	  11002476
2/4/19 12:13	-21.10 	169.60 	4.9 	70 	SOUTHEAST OF LOYALTY ISLANDS	  11002485
2/4/19 14:33	18.14 	-68.55 	5.3 	74 	MONA PASSAGE	  11002490
2/4/19 15:19	-18.16 	-177.86 	4.6 	623 	FIJI ISLANDS REGION	  11002505
2/4/19 15:49	21.18 	144.82 	4.9 	86 	MARIANA ISLANDS REGION	  11002512
2/4/19 16:10	37.62 	72.32 	4.4 	181 	TAJIKISTAN	  11002517
2/4/19 16:50	36.37 	22.17 	4.4 	10 	SOUTHERN GREECE	  11002540
2/4/19 17:41	37.66 	21.12 	4.5 	10 	SOUTHERN GREECE	  11002626
2/4/19 17:45	-2.45 	-79.86 	5.8 	70 	NEAR COAST OF ECUADOR	  11002616
2/4/19 18:08	28.71 	139.70 	4.3 	451 	"BONIN ISLANDS, JAPAN REGION"	  11002683
2/4/19 18:27	45.50 	150.90 	4.5 	57 	KURIL ISLANDS	  11002699
2/4/19 19:29	-0.45 	98.01 	5.6 	17 	"SOUTHERN SUMATRA, INDONESIA"	  11002647
2/4/19 19:48	53.96 	169.09 	4.2 	31 	KOMANDORSKIYE OSTROVA REGION	  11002708
2/4/19 21:06	44.66 	-28.22 	4.9 	10 	NORTHERN MID-ATLANTIC RIDGE	  11002693
2/4/19 21:31	-12.87 	45.27 	4.2 	10 	NORTHWEST OF MADAGASCAR	  11002711
2/4/19 22:27	-0.43 	97.97 	4.5 	24 	"SOUTHWEST OF SUMATRA, INDONESIA"	  11002703
2/4/19 22:39	82.22 	-6.31 	4.3 	10 	NORTH OF SVALBARD	  11002704
2/4/19 23:46	45.54 	150.95 	4.3 	35 	KURIL ISLANDS	  11002755
2/5/19 0:55	-22.99 	-69.33 	4.1 	114 	NORTHERN CHILE	  11002722
2/5/19 0:57	36.40 	71.31 	4.1 	97 	AFGHANISTAN-TAJIKISTAN BORD REG.	  11002726
2/5/19 2:01	19.28 	-68.03 	4.0 	97 	NORTH ATLANTIC OCEAN	  11002751
2/5/19 2:19	33.55 	141.08 	4.7 	48 	"OFF EAST COAST OF HONSHU, JAPAN"	  11002743
2/5/19 2:26	39.04 	20.56 	5.4 	9 	GREECE-ALBANIA BORDER REGION	  11002742
2/5/19 4:07	19.57 	-68.06 	4.4 	33 	NORTH ATLANTIC OCEAN	  11002758
2/5/19 4:25	4.85 	125.67 	4.5 	216 	"TALAUD ISLANDS, INDONESIA"	  11002762
2/5/19 9:53	-2.81 	-78.58 	4.8 	89 	ECUADOR	  11002796
2/5/19 10:32	52.00 	-178.62 	4.1 	258 	"ANDREANOF ISLANDS, ALEUTIAN IS."	  11002810
2/5/19 12:21	36.54 	70.85 	4.6 	181 	"HINDU KUSH REGION, AFGHANISTAN"	  11002815
2/5/19 13:38	35.11 	74.12 	4.5 	35 	NORTHWESTERN KASHMIR	  11002837
2/5/19 15:11	36.59 	30.15 	4.5 	10 	TURKEY	  11002857
2/5/19 16:15	15.67 	-92.34 	4.9 	167 	MEXICO-GUATEMALA BORDER REGION	  11002866
2/5/19 16:47	35.07 	74.17 	5.3 	33 	NORTHWESTERN KASHMIR	  11002869
2/5/19 16:59	30.92 	131.82 	4.9 	10 	"KYUSHU, JAPAN"	  11002877
2/5/19 19:19	40.91 	48.59 	4.6 	10 	EASTERN CAUCASUS	  11002929
2/5/19 19:28	-9.45 	106.81 	4.5 	35 	"SOUTH OF JAVA, INDONESIA"	  11002952
2/5/19 19:31	40.93 	48.62 	5.1 	10 	EASTERN CAUCASUS	  11002911
2/5/19 23:17	2.58 	128.41 	5.0 	74 	"HALMAHERA, INDONESIA"	  11002954
2/6/19 0:34	6.81 	-73.00 	4.4 	155 	NORTHERN COLOMBIA	  11002973
2/6/19 3:54	-32.38 	-179.96 	4.7 	196 	SOUTH OF KERMADEC ISLANDS	  11003002
2/6/19 4:23	-3.06 	118.61 	4.8 	31 	"SULAWESI, INDONESIA"	  11003008
2/6/19 10:25	15.85 	120.55 	5.4 	124 	"LUZON, PHILIPPINES"	  11003055
2/6/19 11:11	23.96 	124.62 	4.8 	27 	"SOUTHWESTERN RYUKYU ISL., JAPAN"	  11003060
2/6/19 11:55	2.29 	128.81 	5.0 	34 	"HALMAHERA, INDONESIA"	  11003065
2/6/19 13:30	29.25 	87.20 	4.1 	10 	XIZANG	  11003420
2/6/19 13:39	-17.42 	-70.16 	4.2 	178 	NEAR COAST OF PERU	  11003422
2/6/19 13:47	-23.08 	-176.94 	4.9 	172 	SOUTH OF FIJI ISLANDS	  11003427
2/6/19 16:21	23.90 	94.33 	4.4 	34 	MYANMAR-INDIA BORDER REGION	  11003637
2/6/19 16:42	36.52 	70.39 	4.1 	216 	"HINDU KUSH REGION, AFGHANISTAN"	  11003641
2/6/19 16:58	-8.07 	158.18 	4.6 	93 	SOLOMON ISLANDS	  11003650
2/6/19 17:44	21.40 	146.09 	5.3 	5 	MARIANA ISLANDS REGION	  11003115
2/6/19 17:56	-19.93 	-71.10 	5.3 	11 	OFF COAST OF NORTHERN CHILE	  11003118
2/6/19 18:23	40.85 	-123.84 	4.4 	26 	NORTHERN CALIFORNIA	  11003121
2/6/19 18:42	14.20 	-93.93 	4.3 	10 	"NEAR COAST OF CHIAPAS, MEXICO"	  11003284
2/6/19 18:50	-19.95 	-71.11 	4.2 	9 	OFF COAST OF NORTHERN CHILE	  11003380
2/6/19 19:28	2.73 	-31.12 	4.9 	10 	CENTRAL MID-ATLANTIC RIDGE	  11003185
2/6/19 20:04	61.41 	-150.01 	4.3 	39 	SOUTHERN ALASKA	  11003146
2/6/19 21:50	51.94 	-171.54 	4.4 	40 	"FOX ISLANDS, ALEUTIAN ISLANDS"	  11003288
2/6/19 22:14	-8.25 	117.53 	4.5 	184 	"SUMBAWA REGION, INDONESIA"	  11003294
2/6/19 22:58	-19.95 	-71.08 	4.5 	14 	OFF COAST OF NORTHERN CHILE	  11003304
2/7/19 0:38	9.79 	126.50 	4.5 	35 	"MINDANAO, PHILIPPINES"	  11003340
2/7/19 1:41	-8.46 	160.96 	5.5 	66 	SOLOMON ISLANDS	  11003347
2/7/19 4:15	1.51 	126.46 	5.7 	35 	NORTHERN MOLUCCA SEA	  11003365
2/7/19 5:35	29.28 	87.26 	4.2 	10 	XIZANG	  11003386
2/7/19 7:57	41.76 	143.81 	4.9 	31 	"HOKKAIDO, JAPAN REGION"	  11003409
2/7/19 8:49	26.01 	96.83 	4.3 	10 	MYANMAR	  11003426
2/7/19 9:29	-6.29 	149.84 	4.8 	10 	"NEW BRITAIN REGION, P.N.G."	  11003444
2/7/19 10:03	2.22 	128.76 	5.4 	33 	"HALMAHERA, INDONESIA"	  11003447
2/7/19 10:11	-2.38 	138.68 	4.8 	35 	"IRIAN JAYA, INDONESIA"	  11003448
2/7/19 13:16	16.94 	-85.60 	4.3 	36 	NORTH OF HONDURAS	  11003497
2/7/19 16:52	23.29 	120.48 	4.6 	7 	TAIWAN	  11003522
2/7/19 17:28	-17.30 	-178.76 	4.2 	535 	FIJI ISLANDS REGION	  11003597
2/7/19 17:47	26.62 	129.68 	4.6 	10 	"RYUKYU ISLANDS, JAPAN"	  11003592
2/7/19 18:42	-37.13 	-72.77 	4.3 	37 	CENTRAL CHILE	  11003590
2/7/19 19:06	18.48 	-156.30 	4.62 	27 	HAWAII	  11003566
2/7/19 21:34	35.15 	138.34 	4.3 	26 	"EASTERN HONSHU, JAPAN"	  11003671
2/7/19 21:56	-10.66 	-78.51 	4.9 	40 	NEAR COAST OF PERU	  11003646
2/7/19 22:28	15.64 	120.79 	4.3 	156 	"LUZON, PHILIPPINES"	  11004149
2/8/19 0:34	-21.23 	-68.96 	4.1 	123 	CHILE-BOLIVIA BORDER REGION	  11003668
2/8/19 3:11	-32.83 	57.14 	5.4 	10 	SOUTHWEST INDIAN RIDGE	  11003763
2/8/19 10:18	-10.17 	118.84 	4.5 	27 	"SOUTH OF SUMBAWA, INDONESIA"	  11003835
2/8/19 11:55	9.83 	126.53 	5.9 	25 	"MINDANAO, PHILIPPINES"	  11003845
2/8/19 12:29	9.98 	126.24 	5.0 	10 	"MINDANAO, PHILIPPINES"	  11003852
2/8/19 12:35	9.88 	126.34 	4.7 	10 	"MINDANAO, PHILIPPINES"	  11003854
2/8/19 12:45	9.88 	126.39 	5.1 	10 	"MINDANAO, PHILIPPINES"	  11003858
2/8/19 15:28	9.94 	126.57 	4.7 	10 	"MINDANAO, PHILIPPINES"	  11003915
2/8/19 16:09	9.88 	126.42 	5.0 	10 	"MINDANAO, PHILIPPINES"	  11003897
2/8/19 17:01	9.78 	126.25 	4.7 	5 	"MINDANAO, PHILIPPINES"	  11003998
2/8/19 17:02	9.87 	126.33 	4.9 	35 	"MINDANAO, PHILIPPINES"	  11004001
2/8/19 17:08	52.69 	158.72 	4.6 	77 	NEAR EAST COAST OF KAMCHATKA	  11004031
2/8/19 18:40	-9.74 	160.21 	4.7 	34 	SOLOMON ISLANDS	  11004066
2/8/19 20:10	9.78 	126.26 	4.6 	35 	"MINDANAO, PHILIPPINES"	  11004071
2/8/19 20:37	9.84 	126.31 	4.8 	35 	"MINDANAO, PHILIPPINES"	  11004076
2/8/19 21:10	9.87 	126.39 	5.0 	35 	"MINDANAO, PHILIPPINES"	  11004027
2/8/19 21:48	9.96 	126.40 	4.6 	35 	"MINDANAO, PHILIPPINES"	  11004049
2/9/19 2:24	43.88 	145.56 	5.0 	112 	"HOKKAIDO, JAPAN REGION"	  11004140
2/9/19 2:37	-52.98 	-71.33 	4.4 	16 	SOUTHERN CHILE	  11004164
2/9/19 3:20	-6.99 	-80.42 	4.4 	73 	NEAR COAST OF NORTHERN PERU	  11004166
2/9/19 7:13	-12.86 	45.26 	4.7 	10 	NORTHWEST OF MADAGASCAR	  11004179
2/9/19 9:21	5.53 	95.92 	4.7 	146 	"NORTHERN SUMATRA, INDONESIA"	  11004198
2/9/19 10:03	12.36 	-89.20 	4.1 	10 	OFF COAST OF CENTRAL AMERICA	  11004211
2/9/19 10:34	53.36 	172.79 	4.0 	10 	"NEAR ISLANDS, ALEUTIAN ISLANDS"	  11004214
2/9/19 11:11	-21.56 	-68.55 	4.7 	136 	CHILE-BOLIVIA BORDER REGION	  11004220
2/9/19 15:03	-20.71 	-178.21 	4.9 	561 	FIJI ISLANDS REGION	  11004247
2/9/19 19:23	-21.67 	-68.39 	5.1 	122 	CHILE-BOLIVIA BORDER REGION	  11004280
2/9/19 20:16	-15.03 	-70.72 	4.4 	181 	SOUTHERN PERU	  11004303
2/9/19 21:26	31.67 	49.56 	4.8 	10 	WESTERN IRAN	  11004302
2/9/19 22:21	9.93 	126.38 	5.2 	10 	"MINDANAO, PHILIPPINES"	  11004309
2/9/19 23:01	-14.90 	-178.46 	4.8 	360 	FIJI ISLANDS REGION	  11004317
2/9/19 23:40	-22.83 	-68.75 	4.2 	104 	NORTHERN CHILE	  11004323
2/10/19 1:06	2.69 	127.22 	4.6 	35 	NORTHERN MOLUCCA SEA	  11004338
2/10/19 1:08	2.57 	127.02 	5.0 	60 	NORTHERN MOLUCCA SEA	  11004336
2/10/19 1:41	2.68 	127.21 	4.5 	35 	NORTHERN MOLUCCA SEA	  11004340
2/10/19 2:05	0.29 	126.28 	5.2 	44 	NORTHERN MOLUCCA SEA	  11004342
2/10/19 3:06	10.09 	126.78 	4.7 	10 	PHILIPPINE ISLANDS REGION	  11004357
2/10/19 3:22	27.36 	96.40 	5.2 	10 	MYANMAR-INDIA BORDER REGION	  11004359
2/10/19 3:54	21.15 	143.48 	4.5 	141 	MARIANA ISLANDS REGION	  11004363
2/10/19 5:34	28.18 	129.58 	5.1 	39 	"RYUKYU ISLANDS, JAPAN"	  11004379
2/10/19 5:42	2.61 	126.99 	4.6 	60 	NORTHERN MOLUCCA SEA	  11004381
2/10/19 8:49	-14.19 	-75.67 	4.3 	64 	NEAR COAST OF PERU	  11004408
2/10/19 10:54	27.07 	55.54 	5.3 	10 	SOUTHERN IRAN	  11004422
2/10/19 13:22	-24.09 	-66.74 	4.4 	197 	"SALTA PROVINCE, ARGENTINA"	  11004451
2/10/19 13:27	-15.10 	-173.50 	5.1 	10 	TONGA ISLANDS	  11004445
2/10/19 13:35	66.31 	-157.25 	4.8 	9 	NORTHERN ALASKA	  11004444
2/10/19 14:08	-4.60 	101.57 	4.6 	35 	"SOUTHERN SUMATRA, INDONESIA"	  11004459
2/10/19 14:17	-4.69 	101.46 	4.6 	34 	"SOUTHERN SUMATRA, INDONESIA"	  11004460
2/10/19 14:33	9.82 	126.34 	5.2 	35 	"MINDANAO, PHILIPPINES"	  11004457
2/10/19 14:33	52.11 	-175.97 	4.0 	158 	"ANDREANOF ISLANDS, ALEUTIAN IS."	  11004464
2/10/19 15:59	42.50 	141.41 	4.4 	110 	"HOKKAIDO, JAPAN REGION"	  11004469
2/10/19 16:48	9.91 	126.44 	4.6 	35 	"MINDANAO, PHILIPPINES"	  11004490
2/10/19 17:12	-16.82 	-174.46 	4.5 	191 	TONGA ISLANDS	  11004497
2/10/19 17:33	15.78 	-94.71 	4.5 	63 	"NEAR COAST OF OAXACA, MEXICO"	  11004499
2/10/19 21:00	-28.02 	-70.72 	4.3 	95 	CENTRAL CHILE	  11004518
